node,title,subject
1246,"Protecting the right to vote [electronic resource] : election deception and irregularities in recent federal elections : hearing before the Committee on the Judiciary, House of Representatives, One Hundred Tenth Congress, first session, March 7, 2007.",elections--corrupt practices--united states--prevention.|suffrage--united states.|minorities--suffrage--united states.|illegal aliens--suffrage--united states.|immigrants--suffrage--united states.
1247,Illegal Immigration Reform and Immigrant Responsibility Act of 1996.,united states.--illegal immigration reform and immigrant responsibility act of 1996.|emigration and immigration law--united states.|illegal aliens--united states.
1248,Due process denied : detentions and deportations in the United States / Tanya Golash-Boza.,illegal aliens--united states.|immigration enforcement--united states.|deportation--united states.
1249,Are human rights for migrants? : critical reflections on the status of irregular migrants in Europe and the United States / edited by Marie-Bénédicte Dembour and Tobias Kelly.,"emigration and immigration law.|human rights.|emigration and immigration law--united states.|emigration and immigration law--europe.|human rights--united states.|human rights--europe.|refugees--legal status, laws, etc.|civil rights.|foreign workers--civil rights.|illegal aliens--civil rights."
1250,"The visitor [videorecording] / Overture Films presents in association with Groundswell Productions and Participant Productions a Next Wednesday production ; written and directed by Tom McCarthy ; produced by Mary Jane Skalski, Michael London.",college teachers--united states--drama.|illegal aliens--united states--drama.|deportation--united states--drama.|feature films.|video recordings for the hearing impaired.|new york (n.y.)--drama.
1251,"Illegal immigration : opposing viewpoints / Sheri Metzger Karmiol, book editor.",illegal aliens--united states.|united states--emigration and immigration--government policy.
1252,"Memorandum on abuse, torture &amp; dehumanised treatment of migrant workers at detention camps.",foreign workers--malaysia--case studies.|alien detention centers--malaysia--case studies.|illegal aliens--malaysia.
1253,"Les cent papiers de la mariée, ou, Comment Sarko m'a passé la bague au doigt / Zaze Roux.","intercountry marriage--france.|interracial marriage--france.|senegalese--france.|france--emigration and immigration.|illegal aliens--france.|roux, zaze."
1254,"Clear Law Enforcement for Criminal Alien Removal Act of 2003 [microform] : (CLEAR Act) : hearing before the Subcommittee on Immigration, Border Security, and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Eighth Congress, first session, on H.R. 2671, October 1, 2003.",illegal aliens--government policy--united states.|emigration and immigration law--united states.|deportation--united states.|law enforcement--united states.|communication in law enforcement--united states.|intergovernmental cooperation--united states.
1255,Everyday illegal : when policies undermine immigrant families / Joanna Dreby.,children of immigrants--united states--case studies.|illegal aliens--united states--case studies.|immigrants--family relationships--united states--case studies.|united states--emigration and immigration--social aspects.
1256,880-02 Mikkōsha : nerawareru rettō / Morita Yasurō.,chinese--foreign countries.|illegal aliens.
1257,"If it's fixed, don't break it : moving forward with E-Verify / by Janice L. Kephart.",employee screening--united states.|foreign workers--government policy--united states.|illegal aliens--employment--united states--prevention.|false personation--united states.
1258,Illegal immigrants : report to the minister of Employment and Immigration Canada / by Canada Employment and Immigration Advisory Council.,illegal aliens--canada.|canada--emigration and immigration--government policy.
1259,Immigration reform [electronic resource] : status of implementing employer sanctions after one year : report to Congress / United States General Accounting Office.,"emigration and immigration law--united states.|foreign workers--united states.|illegal aliens--united states.|sanctions, administrative--united states.|united states.--immigration reform and control act of 1986."
1260,"In search of the African Queen [videorecording] : a people-smuggling operation / produced by Wild Heart Productions Inc. ; in association with TVOntario ; producers, directors, Katerina Cizek &amp; Catherine Bainbridge.","refugees.|refugees--legal status, laws, etc.|illegal aliens.|stowaways.|asylum, right of.|tamil (indic people)--economic conditions.|sri lanka--emigration and immigration.|africa--emigration and immigration."
1261,"Evasioni e rivolte : migranti, CPT, resistenze / Emilio Quadrelli.",illegal aliens--italy--social conditions.|immigrants--italy--social conditions.|italy--emigration and immigration--social aspects.|alien detention centers--italy.|alien criminals--italy.
1262,Migration in post-apartheid South Africa : challenges and questions to policy-makers / edited by Aurelia Wa Kabwe-Segatti in collaboration with Loren Landau.,south africa--emigration and immigration.|south africa--emigration and immigration--government policy.|skilled labor--supply and demand--south africa.|illegal aliens--south africa.
1263,"Families and businesses in limbo [microform] : the detrimental impact of the immigration backlog : hearing before the Subcommittee on Immigration, Border Security, and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Eighth Congress, second session, June 17 and 23, 2004.",foreign workers--united states.|illegal aliens--united states.|court congestion and delay--united states.|united states--emigration and immigration.
1264,"Immigration / Debra A. Miller, book editor.",united states--emigration and immigration.|united states--emigration and immigration--government policy.|illegal aliens--united states.
1265,Illegal aliens [microform] : limited research suggests illegal aliens may displace native workers / United States General Accounting Office.,foreign workers--united states.|illegal aliens--employment--united states.|united states--emigration and immigration.
