title,subject
"9500 Liberty / Interactive Democracy Alliance presents a Chris Rigopulos production, a film by Annabel Park &amp; Eric Byler ; produced by Alex Rigopulos ... [et al.] ; written and directed by Annabel Park &amp; Eric Byler.","county government--law and legislation--virginia--prince william county.|illegal aliens--legal status, laws, etc.--virginia--prince william county.|immigration opponents--virginia--prince william county.|immigration enforcement--virginia--prince william county.|public opinion--virginia--prince william county.|prince william county (va.)--politics and government."
"""Illegal"" traveller [elektronische middelen] : an auto-ethnography of borders / Shahram Khosravi.",emigration and immigration--social aspects.|boundaries--social aspects.|illegal aliens.|iranians--foreign countries--biography.
Gaining status for your client under the Immigration Reform and Control Act of 1986 / by Arthur C. Helton.,illegal aliens--united states.|emigration and immigration law--united states.
"Border security : hearing before the Subcommittee on Immigration and Claims of the Committee on the Judiciary, House of Representatives, One Hundred Fourth Congress, first session, March 10, 1995.",united states--emigration and immigration--government policy.|illegal aliens--united states.|border security--united states.|deportation--united states.
"Immigration Reform and Control Act of 1982 : hearings before the Subcommittee on Census and Population of the Committee on Post Office and Civil Service, House of Representatives, Ninety-seventh Congress, second session, December 9, 1982.","emigration and immigration law--united states.|illegal aliens--united states.|foreign workers--legal status, laws, etc.--united states."
Forbidden workers : illegal Chinese immigrants and American labor / by Peter Kwong.,"foreign workers, chinese.|illegal aliens."
"Immigration Reform and Control Act (IRCA) [microform] : hearing before the Committee on Education and Labor, House of Representatives, One Hundredth Congress, second session, hearing held in Los Angeles, CA, November 30, 1988.",emigration and immigration law--united states.|foreign workers--california.|illegal aliens--education--california.|federal aid to education--california.
"El viaje de los gorriones / Fran Leeper Buss, Daisy Cubias ; traducción de Amalia Martín-Gamero ; ilustraciones de Julia Díaz.",salvadorans--united states--fiction.|illegal aliens--fiction.
7 soles 7 dias 7 noches [videorecording] = testigo ilegal / Diamante Films &amp; DV24 Production ; wrriten and directed by Carlos Bido.,"murderers--identification--drama.|murder--investigation--drama.|illegal aliens--mexican-american border region--drama.|foreign workers, mexican--mexican-american border region--drama.|united states--emigration and immigration--drama.|mexico--emigration and immigration--drama.|dvd-video discs."
Two essays on immigration / prepared by Patrick Burns.,united states--emigration and immigration--history--20th century.|united states--emigration and immigration--government policy.|united states--emigration and immigration--economic aspects.|emigration and immigration law--united states.|immigrants--education--california.|children of immigrants--education--california.|illegal aliens--education--california.|education--demographic aspects--california.|education--california.
Barrio Libre : criminalizing states and delinquent refusals of the new frontier / Gilberto Rosas.,crime--mexican-american border region.|gangs--mexican-american border region.|youth--mexican-american border region--social conditions.|illegal aliens--mexican-american border region--social conditions.
Civil rights of undocumented immigrants in the United States / by Isaias D. Torres.,illegal aliens--united states.|civil rights--united states.
Immigration reform and agricultural labor [electronic resource] / Robert Coltrane.,"agricultural laborers, foreign--united states.|migrant agricultural laborers--united states.|illegal aliens--united states.|emigration and immigration law--united states."
"Immigrants and the informal economy in Southern Europe / editors, Martin Baldwin-Edwards, Joaquin Arango.","europe, southern--emigration and immigration--economic aspects.|europe, southern--emigration and immigration--government policy.|immigrants--europe, southern.|foreign workers--europe, southern.|illegal aliens--europe, southern.|informal sector (economics)--europe, southern."
"Trends in unauthorized immigration [electronic resource] : undocumented inflow now trails legal inflow / Jeffrey S. Passel, D'Vera Cohn.",illegal aliens--united states--statistics.|united states--emigration and immigration--statistics.|united states--emigration and immigration--government policy.|united states--population--statistics.
Indétectable : roman / Jean-Noël Pancrazi.,africans--france--paris--fiction.|illegal aliens--france--paris--fiction.
Immigration and illegal aliens : burden or blessing? / Cynthia S. Becker.,illegal aliens--united states.|immigrants--united states.|united states--emigration and immigration--periodicals.
"Immigration policy on expedited removal of aliens [microform] / Alsion Siskin, Ruth Ellen Wasem.",united states--emigration and immigration.|aliens--united states.|illegal aliens--united states.|immigrants--united states.|repatriation.|return migration.
Primera encuesta a trabajadores mexicanos no documentados devueltos de los Estados Unidos : (Octubre - Noviembre de 1977) : (análisis de algunas variables y cruadros de resultados) / Carlos H. Zazueta.,foreign workers--united states.|illegal aliens--united states.|mexico--emigration and immigration.
"Moi, Félix, 12 ans, sans frontières / Marc Cantin.","illegal aliens--france--juvenile fiction.|cantin, marc,--1967---moi, félix--t. 3."
"A most wanted man [DVD] / produced by Andrea Calderwood, Simon Cornwell, Stephen Cornwell, Gail Egan, Malte Grunert ; screenplay by Andrew Bovell ; directed by Anton Corbijn.","le carré, john,--1931---film adpatations.|illegal aliens--drama.|muslims--drama.|war on terrorism, 2001-2009--drama.|hamburg (germany)--drama."
The socioeconomic impact of illegal aliens on the county of San Diego / Manuel Villalpando.,illegal aliens--california--san diego county.|emigration and immigration--economic aspects.|emigration and immigration--social aspects.|san diego county (calif.)
"Combating alien smuggling : opportunities exist to improve the federal response : report to the Chairman, Subcommittee on Immigration, Border Security, and Claims, Committee on the Judiciary, House of Representatives.",u.s. immigration and customs enforcement--evaluation.|u.s. customs and border protection--evaluation.|human smuggling--united states--prevention.|illegal aliens--united states.|terrorism--united states--prevention.|human smuggling--prevention--international cooperation.|money--law and legislation--united states--criminal provisions.|searches and seizures--united states.|forfeiture--united states.
